Path,Transcript,goldStandard
processed_audio/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_xpDFrYKvqQMpjww5p2qH_1741461927_195799811_sentence_segment_close.wav,In the end he told his friends all about the exc excellent ride and the gold medal he won,"In the end, he told his friends all about the exciting ride and the gold medal he won."
processed_audio/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799812_sentence_segment_close.wav,Ben the cat and Ted the dog sat on a mat,Ben the cat and Ted the dog sat on a mat.
processed_audio/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799813_sentence_segment_close.wav,Ben had a ham sandwich,Ben had a ham sandwich.
processed_audio/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799814_sentence_segment_close.wav,l:ɛt me help said Ted,"""Let me help!"" said Ted."
processed_audio/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799815_sentence_segment_close.wav,Ben let Ted have a bit and said You are the best pal,"Ben let Ted have a bit and said, ""You are the best pal!"""
processed_audio/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799816_sentence_segment_close.wav,They both wagged and wagged ful and glad,"They both wagged and wagged, full and glad."
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799817_sentence_segment_close.wav,A girl named Jen sat at her desk,A girl named Jen sat at her desk.
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799818_sentence_segment_close.wav,Jen had a big grin,Jen had a big grin.
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799819_sentence_segment_close.wav,Her new teacher ms Lane walked in,"Her new teacher, Ms. Lane, walked in."
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799820_sentence_segment_close.wav,Ms. Lane wore a pink dress and had a soft voice,Ms. Lane wore a pink dress and had a soft voice.
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799821_sentence_segment_close.wav,Glad to meet you Jen she said with a nod,"""Glad to meet you, Jen,"" she said with a nod."
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799822_sentence_segment_close.wav,Jen felt a big wave of joy,Jen felt a big wave of joy.
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799823_sentence_segment_close.wav,They sat and chatted about pets and spɔ:ɹts,They sat and chatted about pets and sports.
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799824_sentence_segment_close.wav,Jen ha| had a cat and Ms. Jane had a fish,"Jen had a cat, and Ms. Lane had a fish."
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799825_sentence_segment_close.wav,At the end of class Jen said I can't wait to come back,"At the end of class, Jen said, ""I can't wait to come back!"""
processed_audio/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799826_sentence_segment_close.wav,Ms. Lane smiled and waved goodbye feeling just as glad,"Ms. Lane smiled and waved goodbye, feeling just as glad."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799827_sentence_segment_close.wav,In a small bright garden a clear cat neɪ:md Charlie futtered? buttered? a hard task,"In a small, bright garden, a clever cat named Charlie faced a hard task."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799828_sentence_segment_close.wav,he wanted to climb the tall rock wæl to see everything bi:. bi:.jɑ:nd,"He wanted to climb the tall, rocky wall to see everything beyond."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799829_sentence_segment_close.wav,First he tried jumping but ðɪ: wɔ:l was too ,"First, he tried jumping, but the wall was too high."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799830_sentence_segment_close.wav,Next he pushed a heavy rock to use to step but it was too low,"Next, he pushed a heavy rock to use as a step, but it was still too low."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799831_sentence_segment_close.wav,Finally Charlie found a sturdy læn be|hin behind the sh:|sh|shed mhm,"Finally, Charlie found a sturdy ladder behind the shed."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799832_sentence_segment_close.wav, kɛɹfəɹi he climbed up step by step,"Carefully, he climbed up, step by step."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799833_sentence_segment_close.wav,Then he reached the top Charlie would əm saw a girly colair world ,"When he reached the top, Charlie saw a vast, colorful world."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799834_sentence_segment_close.wav,Expec he proudly he said that with a little hard work everything wuth promised,"Excited and proud, he realized that with a little hard work, everything was possible."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_ApMaerbz8NiSC9rZvfoy_1742944769_195799835_sentence_segment_close.wav,Charlie purr a hækəs,Charlie purred with happiness.
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799836_sentence_segment_close.wav,In a bright starry world Lily and Jake dreamed of visiting space,"In a bright, starry world, Lily and Jake dreamed of visiting space."
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799837_sentence_segment_close.wav,They liked to play and make rockets with boxes,They liked to play and make rockets with boxes.
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799838_sentence_segment_close.wav,We can go high Jake said Jake with a smile,"""We can go high!"" said Jake with a smile."
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799839_sentence_segment_close.wav,Their mother gave them a book about space,Their mother gave them a book about space.
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799840_sentence_segment_close.wav,Lily read about stars moons and planets,"Lily read about stars, moons, and planets."
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799841_sentence_segment_close.wav,Look she said,"""Look!"" she said."
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799842_sentence_segment_close.wav,We can explore them all,"""We can explore them all!"""
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_sentence_segment_close.wav,The next day they built a s:peɪʃɪp from chairs and blankets 1 2 3 go shouted Jake,"The next day, they built a spaceship from chairs and blankets. ""3, 2, 1, go!"" shouted Jake."
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_sentence_segment_close.wav,They ɪm:ædʒɪnd flying past bright stars and big planets,They imagined flying past bright stars and big planets.
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799846_sentence_segment_close.wav,It is fun to fly and see space,"""It's fun to fly and see space!"""
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_sentence_segment_close.wav,As the sun set they returned to the they returned to Earth,"As the sun set, they returned to Earth."
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799848_sentence_segment_close.wav,Playing in space is great,"""Playing in space is great!"" said Jake."
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799849_sentence_segment_close.wav,They hug their mother,They hugged their mother.
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799850_sentence_segment_close.wav,Can we learn more asked Lily,"""Can we learn more?"" asked Lily."
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_sentence_segment_close.wav,Their mom nodded Yes there is a lot to see and read,"Their mom nodded, ""Yes, there's a lot to see and read."""
processed_audio/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_sentence_segment_close.wav,Lily and Jake knew that their space dreams would never end,Lily and Jake knew their space dreams would never end.
processed_audio/annotated_sentence_segments/uid_XmxSYUZAj4dRqSczt2clQkDf31M2_sid_dCjg0Uy1jZOC8xzaKr1k_1742869038_195799853_sentence_segment_close.wav,In a proud In the green ɡleɪ:|d fairy dancing,"In the green glade, fairies danced."
processed_audio/annotated_sentence_segments/uid_XmxSYUZAj4dRqSczt2clQkDf31M2_sid_dCjg0Uy1jZOC8xzaKr1k_1742869038_195799854_sentence_segment_close.wav,Their tiny feet tapped softly model,Their tiny feet tapped soft melodies in the twilight.
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799855_sentence_segment_close.wav,start Sara and Mark were making cupcakes,Sara and Mark were making cupcakes.
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799856_sentence_segment_close.wav,They mixed flaʊəɹz sugar and cocacola,"They mixed flour, sugar, and cocoa."
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799857_sentence_segment_close.wav,Mark added the chocolate chips,Mark added the chocolate chips.
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799858_sentence_segment_close.wav,The əm ar  əɹoʊmə filled the ɛɹ:,The aroma filled the air.
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799859_sentence_segment_close.wav,The kitchen was warm and cr.crazy,The kitchen was warm and cozy.
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799860_sentence_segment_close.wav,Sara s:at the timer and watch the  diner r.roosh rest,Sara set the timer and watched the dough rise.
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799861_sentence_segment_close.wav,As the buzzy ring they opened the oven door,"As the buzzer rang, they opened the oven door."
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799862_sentence_segment_close.wav,Wow they looked pɜɹfɪk said Mark,"""Wow, they look perfect!"" said Mark."
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799863_sentence_segment_close.wav,The toppings each cupcakes wɪf a s:wip of frosting,They topped each cupcake with a swipe of frosting.
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799864_sentence_segment_close.wav,Mark took a bite and said More please,"Mark took a bite and said, ""More, please!"""
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799865_sentence_segment_close.wav,Sara smiled her hɜɹt full for of joy,"Sara smiled, her heart full of joy."
processed_audio/annotated_sentence_segments/uid_bKduvdIsrbbqPZ7Z3lCfQlF8WBn1_sid_wwG35krhLTSpRDz3nlEz_1741905388_195799866_sentence_segment_close.wav,The cupcakes were as tasty treats sarah sharing before the day was over,"The cupcakes were a tasty treat, shared before the day was over."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_RO86s0yih5pRsOUYLcUy_1742503411_195799867_sentence_segment_close.wav,Megan loves playing soccer with her friends,Megan loved playing soccer with her friends.
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_RO86s0yih5pRsOUYLcUy_1742503411_195799868_sentence_segment_close.wav,Each afternoon they would puh|push and shove the ball kɹɔs the field,"Each afternoon, they would push and shove the ball across the field."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_RO86s0yih5pRsOUYLcUy_1742503411_195799869_sentence_segment_close.wav,Today Megan took a shot but the bɔl: went right over the net,"Today, Megan took a shot but the ball went right over the net."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_RO86s0yih5pRsOUYLcUy_1742503411_195799870_sentence_segment_close.wav,Then put her hlæn at her cheeks and thought about the next her next move,She put her hand on her chin and thought about her next move.
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_RO86s0yih5pRsOUYLcUy_1742503411_195799871_sentence_segment_close.wav,Then weeth with a swift swɪft kick she pushed the ball straight past the goalie,"Then, with a swift kick, she pushed the ball straight past the goalie."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_RO86s0yih5pRsOUYLcUy_1742503411_195799872_sentence_segment_close.wav,Goal shouts her friends,"""Goal!"" shouted her friends."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_RO86s0yih5pRsOUYLcUy_1742503411_195799873_sentence_segment_close.wav,and As the sun sets they cheered feeling proud of a game well played,"As the sun set, they cheered, feeling proud of a game well-played."
processed_audio/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_RO86s0yih5pRsOUYLcUy_1742503411_195799874_sentence_segment_close.wav,Just as they packed up a cool breeze makes them pu pull their coats tight ending the day with smaɪɹz and plans for ən|nʌðəɹ math ʌm another match,"Just as they packed up, a cool breeze made them pull their coats tight, ending the day with smiles and plans for another match tomorrow."
processed_audio/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_myvjKGMQftYgFVPoNsC8_1741648000_195799875_sentence_segment_close.wav,In the læ:nd of mist and magics there was a unicorn named Chip,"In the land of mist and magic, there was a unicorn named Chip."
processed_audio/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_myvjKGMQftYgFVPoNsC8_1741648000_195799876_sentence_segment_close.wav,Chip was not any unicorn he was a dɪkɛktɪv wɪf a sʃaɪni badge,Chip was not just any unicorn; he was a detective with a shiny badge.
processed_audio/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_myvjKGMQftYgFVPoNsC8_1741648000_195799877_sentence_segment_close.wav,One day while sipping on a suwit drink near a the l:unch pines he hɔɪd a call:,"One day, while sipping on a sweet drink near the lush pines, he heard a call."
processed_audio/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_myvjKGMQftYgFVPoNsC8_1741648000_195799878_sentence_segment_close.wav,The town's dʒɪ.dʒæm has,The town's jam had vanished!
processed_audio/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_myvjKGMQftYgFVPoNsC8_1741648000_195799879_sentence_segment_close.wav,Chip towed went ð.ðə pæ:θ it this nose thinged wɪf this,"Chip trotted down the path, his nose twitching with excitement."
processed_audio/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_myvjKGMQftYgFVPoNsC8_1741648000_195799880_sentence_segment_close.wav,Do not fear I'll solve this,"""Do not fear, I will solve this!"" he declared."
processed_audio/annotated_sentence_segments/uid_lEq1lXM2xafR8w5blWO2OCG8VE93_sid_QZCzHYRZaTUgtwtpi6Sv_1743954193_195799881_sentence_segment_close.wav,Luke looked up at the block roof,Luke looked up at the block roof.
processed_audio/annotated_sentence_segments/uid_lEq1lXM2xafR8w5blWO2OCG8VE93_sid_QZCzHYRZaTUgtwtpi6Sv_1743954193_195799882_sentence_segment_close.wav,Look The trees move ih move in the wind he sa said with a hʌʃ.ʃ,"""Look! The trees move in the wind!"" he said with a hush."
processed_audio/annotated_sentence_segments/uid_lEq1lXM2xafR8w5blWO2OCG8VE93_sid_QZCzHYRZaTUgtwtpi6Sv_1743954193_195799883_sentence_segment_close.wav,In the Minecraft Movie DLC the wɜɹd was veɪst and kʊl,"In the Minecraft Movie DLC, the world was vast and cool."
processed_audio/annotated_sentence_segments/uid_lEq1lXM2xafR8w5blWO2OCG8VE93_sid_QZCzHYRZaTUgtwtpi6Sv_1743954193_195799884_sentence_segment_close.wav,Should we push on and faɪn the hidden bɑk Luke ækskt his friends Mook,"""Should we push on and find the hidden book?"" Luke asked his friend, Mook."
